"Week","Date","Fuel","Variable","Value","Unit","Status"
"2020w51",2020-12-18,"NA","Dubai crude price",51,"USD/bbl","Final"
"2020w51",2020-12-18,"NA","Dubai crude price",72,"NZD/bbl","Final"
"2020w51",2020-12-18,"NA","Exchange rate",0.71,"USD/NZD","Final"
"2020w51",2020-12-18,"Diesel","Importer cost",54.1846943420739,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","Price excluding tax",84.9520294959552,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","ETS",10.0526,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","GST",14.8970699432892,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","Taxes",4.30917012597292,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","Board price",123.9,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","Adjusted retail price",114.210869565217,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","Importer margin",30.7673351538813,"NZD c/L","Final"
"2020w51",2020-12-18,"Diesel","Importer margin trend",36.989394774049,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","Importer cost",52.194615866032,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","Price excluding tax",74.3329479084681,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","ETS",8.6972,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","GST",24.5539977051662,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","Taxes",80.6631701259729,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","Board price",205.061489550026,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","Adjusted retail price",188.247315739607,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","Importer margin",22.1383320424361,"NZD c/L","Final"
"2020w51",2020-12-18,"Regular Petrol","Importer margin trend",24.6613685633211,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","Importer cost",53.8548242106092,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","Price excluding tax",89.6352235878549,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","ETS",8.9118,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","GST",26.8815290570742,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","Taxes",80.6631701259729,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","Board price",216.449488856665,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","Adjusted retail price",206.091722770902,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","Importer margin",35.7803993772457,"NZD c/L","Final"
"2020w51",2020-12-18,"Premium Petrol 95R","Importer margin trend",38.4139746216888,"NZD c/L","Final"
"2020w52",2020-12-25,"NA","Dubai crude price",52,"USD/bbl","Final"
"2020w52",2020-12-25,"NA","Dubai crude price",73,"NZD/bbl","Final"
"2020w52",2020-12-25,"NA","Exchange rate",0.708,"USD/NZD","Final"
"2020w52",2020-12-25,"Diesel","Importer cost",54.9452910920934,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","Price excluding tax",84.9520294959552,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","ETS",10.0526,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","GST",14.8970699432892,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","Taxes",4.30917012597292,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","Board price",123.9,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","Adjusted retail price",114.210869565217,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","Importer margin",30.0067384038618,"NZD c/L","Final"
"2020w52",2020-12-25,"Diesel","Importer margin trend",36.9260937485424,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","Importer cost",53.6273201019539,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","Price excluding tax",71.4351666670348,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","ETS",8.6972,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","GST",24.1193305189512,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","Taxes",80.6631701259729,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","Board price",201.729041122377,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","Adjusted retail price",184.914867311959,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","Importer margin",17.8078465650809,"NZD c/L","Final"
"2020w52",2020-12-25,"Regular Petrol","Importer margin trend",24.5431148995783,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","Importer cost",55.2967441046023,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","Price excluding tax",86.7343391965573,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","ETS",8.9118,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","GST",26.4463963983795,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","Taxes",80.6631701259729,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","Board price",213.113471806673,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","Adjusted retail price",202.75570572091,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","Importer margin",31.4375950919551,"NZD c/L","Final"
"2020w52",2020-12-25,"Premium Petrol 95R","Importer margin trend",38.3213556853427,"NZD c/L","Final"
"2020w53",2021-01-01,"NA","Dubai crude price",52,"USD/bbl","Final"
"2020w53",2021-01-01,"NA","Dubai crude price",73,"NZD/bbl","Final"
"2020w53",2021-01-01,"NA","Exchange rate",0.717,"USD/NZD","Final"
"2020w53",2021-01-01,"Diesel","Importer cost",54.8651152921387,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","Price excluding tax",86.6621513552352,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","ETS",10.0533571428571,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","GST",15.1531911063102,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","Taxes",4.30576554397567,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","Board price",125.9,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","Adjusted retail price",116.174465148378,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","Importer margin",31.7970360630965,"NZD c/L","Final"
"2020w53",2021-01-01,"Diesel","Importer margin trend",36.8627927230358,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","Importer cost",54.2332942653674,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","Price excluding tax",72.7182039033571,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","ETS",8.69785714285714,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","GST",24.3113739885285,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","Taxes",80.6597655439757,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","Board price",201.950331246889,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","Adjusted retail price",186.387200578718,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","Importer margin",18.4849096379897,"NZD c/L","Final"
"2020w53",2021-01-01,"Regular Petrol","Importer margin trend",24.4248612358356,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","Importer cost",55.8862905712665,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","Price excluding tax",87.767218695113,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","ETS",8.91247142857143,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","GST",26.600918350149,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","Taxes",80.6597655439757,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","Board price",213.847126130941,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","Adjusted retail price",203.940374017809,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","Importer margin",31.8809281238465,"NZD c/L","Final"
"2020w53",2021-01-01,"Premium Petrol 95R","Importer margin trend",38.2287367489965,"NZD c/L","Final"
"2021w01",2021-01-08,"NA","Dubai crude price",53,"USD/bbl","Final"
"2021w01",2021-01-08,"NA","Dubai crude price",74,"NZD/bbl","Final"
"2021w01",2021-01-08,"NA","Exchange rate",0.725,"USD/NZD","Final"
"2021w01",2021-01-08,"Diesel","Importer cost",54.1333787807061,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","Price excluding tax",91.7941897328719,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","ETS",10.0576476190476,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","GST",15.9232574189096,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","Taxes",4.30321210747773,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","Board price",131.852380952381,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","Adjusted retail price",122.078306878307,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","Importer margin",37.6608109521658,"NZD c/L","Final"
"2021w01",2021-01-08,"Diesel","Importer margin trend",36.7994916975291,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","Importer cost",54.0315130236025,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","Price excluding tax",77.943157167593,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","ETS",8.70158095238095,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","GST",25.0952925341177,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","Board price",206.292315906742,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","Adjusted retail price",192.397242761569,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","Importer margin",23.9116441439904,"NZD c/L","Final"
"2021w01",2021-01-08,"Regular Petrol","Importer margin trend",24.3066075720928,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","Importer cost",55.5714583980695,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","Price excluding tax",94.3029759712572,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","ETS",8.91627619047619,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","GST",27.5814696403817,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","Board price",220.763334059216,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","Adjusted retail price",211.457933909593,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","Importer margin",38.7315175731878,"NZD c/L","Final"
"2021w01",2021-01-08,"Premium Petrol 95R","Importer margin trend",38.1361178126504,"NZD c/L","Final"
"2021w02",2021-01-15,"NA","Dubai crude price",55,"USD/bbl","Final"
"2021w02",2021-01-15,"NA","Dubai crude price",77,"NZD/bbl","Final"
"2021w02",2021-01-15,"NA","Exchange rate",0.72,"USD/NZD","Final"
"2021w02",2021-01-15,"Diesel","Importer cost",57.0594470188959,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","Price excluding tax",95.7561812442591,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","ETS",10.2364428571429,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","GST",16.544375431332,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","Taxes",4.30321210747773,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","Board price",136.614285714286,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","Adjusted retail price",126.840211640212,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","Importer margin",38.6967342253632,"NZD c/L","Final"
"2021w02",2021-01-15,"Diesel","Importer margin trend",36.7931716138693,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","Importer cost",56.8908617534752,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","Price excluding tax",81.9359570111747,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","ETS",8.85625714285714,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","GST",25.7174139392264,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","Board price",211.061913345909,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","Adjusted retail price",197.166840200736,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","Importer margin",25.0450952576995,"NZD c/L","Final"
"2021w02",2021-01-15,"Regular Petrol","Importer margin trend",24.2983347495921,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","Importer cost",58.4380899400188,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","Price excluding tax",98.4264339514476,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","ETS",9.07472857142857,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","GST",28.2237561945531,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","Board price",225.68753097453,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","Adjusted retail price",216.382130824907,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","Importer margin",39.9883440114288,"NZD c/L","Final"
"2021w02",2021-01-15,"Premium Petrol 95R","Importer margin trend",38.138236507801,"NZD c/L","Final"
"2021w03",2021-01-22,"NA","Dubai crude price",55,"USD/bbl","Final"
"2021w03",2021-01-22,"NA","Dubai crude price",78,"NZD/bbl","Final"
"2021w03",2021-01-22,"NA","Exchange rate",0.716,"USD/NZD","Final"
"2021w03",2021-01-22,"Diesel","Importer cost",57.1826315293459,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","Price excluding tax",97.7254874554392,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","ETS",10.2547142857143,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","GST",16.8425120772947,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","Taxes",4.30321210747773,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","Board price",138.9,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","Adjusted retail price",129.125925925926,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","Importer margin",40.5428559260933,"NZD c/L","Final"
"2021w03",2021-01-22,"Diesel","Importer margin trend",36.7868515302095,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","Importer cost",56.6337387388721,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","Price excluding tax",83.9310544822331,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","ETS",8.87205714285714,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","GST",26.0190485598852,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","Board price",213.374445437626,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","Adjusted retail price",199.479372292453,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","Importer margin",27.297315743361,"NZD c/L","Final"
"2021w03",2021-01-22,"Regular Petrol","Importer margin trend",24.2900619270914,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","Importer cost",58.1908477722631,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","Price excluding tax",100.425193449128,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","ETS",9.09098571428571,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","GST",28.5260086906337,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","Board price",228.004800111148,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","Adjusted retail price",218.699399961525,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","Importer margin",42.2343456768651,"NZD c/L","Final"
"2021w03",2021-01-22,"Premium Petrol 95R","Importer margin trend",38.1403552029516,"NZD c/L","Final"
"2021w04",2021-01-29,"NA","Dubai crude price",55,"USD/bbl","Final"
"2021w04",2021-01-29,"NA","Dubai crude price",77,"NZD/bbl","Final"
"2021w04",2021-01-29,"NA","Exchange rate",0.718,"USD/NZD","Final"
"2021w04",2021-01-29,"Diesel","Importer cost",56.5930939550018,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","Price excluding tax",93.5746228591659,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","ETS",10.3062,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","GST",16.2276052449965,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","Taxes",4.30321210747773,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","Board price",134.185714285714,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","Adjusted retail price",124.41164021164,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","Importer margin",36.9815289041642,"NZD c/L","Final"
"2021w04",2021-01-29,"Diesel","Importer margin trend",36.7805314465496,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","Importer cost",56.7483694453739,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","Price excluding tax",80.4931221426792,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","ETS",8.9166,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","GST",25.5100401375235,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","Board price",209.472047532853,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","Adjusted retail price",195.57697438768,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","Importer margin",23.7447526973053,"NZD c/L","Final"
"2021w04",2021-01-29,"Regular Petrol","Importer margin trend",24.2817891045907,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","Importer cost",58.2954157969759,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","Price excluding tax",96.9792385825065,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","ETS",9.1366,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","GST",28.0159576034976,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","Board price",224.094408443105,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","Adjusted retail price",214.789008293482,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","Importer margin",38.6838227855306,"NZD c/L","Final"
"2021w04",2021-01-29,"Premium Petrol 95R","Importer margin trend",38.1424738981022,"NZD c/L","Final"
"2021w05",2021-02-05,"NA","Dubai crude price",57,"USD/bbl","Final"
"2021w05",2021-02-05,"NA","Dubai crude price",80,"NZD/bbl","Final"
"2021w05",2021-02-05,"NA","Exchange rate",0.718,"USD/NZD","Final"
"2021w05",2021-02-05,"Diesel","Importer cost",59.0066978950558,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","Price excluding tax",92.1321868343212,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","ETS",10.5064,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","GST",16.0412698412698,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","Taxes",4.30321210747773,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","Board price",132.757142857143,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","Adjusted retail price",122.983068783069,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","Importer margin",33.1254889392654,"NZD c/L","Final"
"2021w05",2021-02-05,"Diesel","Importer margin trend",36.7742113628898,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","Importer cost",58.8249546136126,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","Price excluding tax",80.0685599587969,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","ETS",9.0898,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","GST",25.4723358099412,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","Board price",209.182981021389,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","Adjusted retail price",195.287907876216,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","Importer margin",21.2436053451843,"NZD c/L","Final"
"2021w05",2021-02-05,"Regular Petrol","Importer margin trend",24.27351628209,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","Importer cost",60.3674006220834,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","Price excluding tax",96.5498615024392,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","ETS",9.3141,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","GST",27.9781760414875,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","Board price",223.804749801027,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","Adjusted retail price",214.499349651405,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","Importer margin",36.1824608803558,"NZD c/L","Final"
"2021w05",2021-02-05,"Premium Petrol 95R","Importer margin trend",38.1445925932528,"NZD c/L","Final"
"2021w06",2021-02-12,"NA","Dubai crude price",60,"USD/bbl","Final"
"2021w06",2021-02-12,"NA","Dubai crude price",84,"NZD/bbl","Final"
"2021w06",2021-02-12,"NA","Exchange rate",0.722,"USD/NZD","Final"
"2021w06",2021-02-12,"Diesel","Importer cost",61.8214589924678,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","Price excluding tax",96.3249657163088,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","ETS",10.413,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","GST",16.656176673568,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","Taxes",4.30321210747773,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","Board price",137.471428571429,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","Adjusted retail price",127.697354497354,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","Importer margin",34.503506723841,"NZD c/L","Final"
"2021w06",2021-02-12,"Diesel","Importer margin trend",36.76789127923,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","Importer cost",60.6512298050997,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","Price excluding tax",84.2968359928548,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","ETS",9.009,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","GST",26.0944572150499,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","Board price",213.952578460555,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","Adjusted retail price",200.057505315382,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","Importer margin",23.6456061877552,"NZD c/L","Final"
"2021w06",2021-02-12,"Regular Petrol","Importer margin trend",24.2652434595892,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","Importer cost",62.1837477138701,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","Price excluding tax",100.788633323548,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","ETS",9.2313,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","GST",28.6015718146539,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","Board price",228.584117395303,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","Adjusted retail price",219.27871724568,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","Importer margin",38.6048856096782,"NZD c/L","Final"
"2021w06",2021-02-12,"Premium Petrol 95R","Importer margin trend",38.1467112884033,"NZD c/L","Final"
"2021w07",2021-02-19,"NA","Dubai crude price",62,"USD/bbl","Final"
"2021w07",2021-02-19,"NA","Dubai crude price",87,"NZD/bbl","Final"
"2021w07",2021-02-19,"NA","Exchange rate",0.721,"USD/NZD","Final"
"2021w07",2021-02-19,"Diesel","Importer cost",64.0537767330893,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","Price excluding tax",97.5138017411535,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","ETS",10.4664,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","GST",16.8425120772947,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","Taxes",4.30321210747773,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","Board price",138.9,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","Adjusted retail price",129.125925925926,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","Importer margin",33.4600250080642,"NZD c/L","Final"
"2021w07",2021-02-19,"Diesel","Importer margin trend",36.7615711955701,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","Importer cost",63.7765123932306,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","Price excluding tax",85.5074469122663,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","ETS",9.0552,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","GST",26.2829788529616,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","Board price",215.397911017879,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","Adjusted retail price",201.502837872706,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","Importer margin",21.7309345190357,"NZD c/L","Final"
"2021w07",2021-02-19,"Regular Petrol","Importer margin trend",24.2569706370885,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","Importer cost",65.3126704730489,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","Price excluding tax",102.000718723884,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","ETS",9.2786,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","GST",28.7904796247043,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","Taxes",80.6572121074777,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","Board price",230.032410605689,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","Adjusted retail price",220.727010456066,"NZD c/L","Final"
"2021w07",2021-02-19,"Premium Petrol 95R","Importer margin",36.6880482508356,"NZD c/L","Final"
